referrer,views_total,views_unique
github.com,207,105
Google,97,81
docs.bolt.cm,41,35
boltcms.io,38,25
roadmap.boltcms.io,29,20
api-docs.boltcms.io,16,2
github.community,4,3
tomasvotruba.com,2,2
t.co,2,2
DuckDuckGo,2,1
