referrer,views_total,views_unique
github.com,198,126
Google,80,67
docs.bolt.cm,61,46
roadmap.boltcms.io,43,20
boltcms.io,26,23
en.wikipedia.org,12,8
awesomeopensource.com,2,2
t.co,2,2
cve.mitre.org,2,1
kampeerclub.nl,1,1
