referrer,views_total,views_unique
github.com,306,54
Google,165,63
docs.boltcms.io,64,30
boltcms.io,26,13
roadmap.boltcms.io,14,4
t.co,13,8
tomasvotruba.com,3,2
en.wikipedia.org,2,2
cvedetails.com,2,1
Bing,2,1
