referrer,views_total,views_unique
github.com,168,83
Google,157,115
boltcms.io,53,41
docs.boltcms.io,45,37
en.m.wikipedia.org,9,4
roadmap.boltcms.io,8,7
en.wikipedia.org,6,5
github.community,4,4
awesomeopensource.com,4,1
t.co,3,3
