url_path,views_total,views_unique
/bolt/core,295,112
/bolt/core/issues,175,19
/bolt/core/pulls,82,8
/bolt/core/issues/2546,60,44
/bolt/core/discussions,44,18
/bolt/core/tree/master/src,34,16
/bolt/core/discussions/2318,31,19
/bolt/core/search,20,7
/bolt/core/pull/2900,18,5
/bolt/core/issues/2909,18,3
