referrer,views_total,views_unique
github.com,491,74
Google,187,75
docs.boltcms.io,68,35
boltcms.io,30,16
roadmap.boltcms.io,18,6
t.co,13,8
github.community,8,1
en.wikipedia.org,2,2
cvedetails.com,2,1
Bing,2,1
