referrer,views_total,views_unique
github.com,479,88
Google,177,105
docs.boltcms.io,118,28
boltcms.io,34,13
awesomeopensource.com,22,1
roadmap.boltcms.io,20,8
jvndb.jvn.jp,9,5
nvd.nist.gov,3,2
DuckDuckGo,2,2
t.co,2,2
