referrer,views_total,views_unique
github.com,241,133
Google,105,74
docs.bolt.cm,52,39
roadmap.boltcms.io,34,18
boltcms.io,27,18
cve.mitre.org,6,2
t.co,4,3
en.wikipedia.org,2,2
alternativas.culturaleon.com,2,1
awesomeopensource.com,2,1
