referrer,views_total,views_unique
github.com,205,124
Google,92,68
docs.bolt.cm,49,40
roadmap.boltcms.io,28,15
boltcms.io,24,20
en.wikipedia.org,11,8
github.community,4,4
com.google.android.gm,3,2
pk.rusoil.net,2,2
parafia.mikolajki.pl,2,1
