referrer,views_total,views_unique
github.com,194,122
Google,108,80
docs.bolt.cm,36,31
roadmap.boltcms.io,27,13
boltcms.io,21,14
api-docs.boltcms.io,7,3
packagist.org,4,3
DuckDuckGo,3,2
openmultipleurl.com,2,1
en.wikipedia.org,1,1
